"filename", "language", "JSON", "Markdown", "TypeScript", "JSON with Comments", "TypeScript JSX", "SVG", "JavaScript", "PostCSS", "comment", "blank", "total"
"f:\e-booi-an-ebook-platform\frontend\services\api\axios.ts", "TypeScript", 0, 0, 113, 0, 0, 0, 0, 0, 13, 33, 159
"f:\e-booi-an-ebook-platform\frontend\services\api\endpoints.ts", "TypeScript", 0, 0, 81, 0, 0, 0, 0, 0, 0, 11, 92
"f:\e-booi-an-ebook-platform\frontend\services\api\token.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"f:\e-booi-an-ebook-platform\frontend\stores\search-store.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"f:\e-booi-an-ebook-platform\frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 34, 0, 0, 0, 0, 0, 1, 35
"f:\e-booi-an-ebook-platform\frontend\types\api.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\e-booi-an-ebook-platform\frontend\types\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\e-booi-an-ebook-platform\frontend\types\book.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\e-booi-an-ebook-platform\frontend\types\cart.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"f:\e-booi-an-ebook-platform\frontend\types\order.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"Total", "-", 10694, 26, 1946, 34, 11948, 5, 20, 516, 240, 2307, 27736
